,Time_24h,Hour,Minute,Date,Day of the week,CarCount,BikeCount,BusCount,Traffic Situation,Minute_sin,Minute_cos,Hour_sin,Hour_cos,IsDay,Day of the week_cos,Day of the week_sin
79,19:45,19,45,10,1,91,10,17,1,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,0,0.6234898018587336,0.7818314824680298
80,20:00,20,0,10,1,82,4,9,1,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0.6234898018587336,0.7818314824680298
81,20:15,20,15,10,1,65,10,19,1,1.0,2.83276944882399e-16,-0.8660254037844386,0.5000000000000001,0,0.6234898018587336,0.7818314824680298
82,20:30,20,30,10,1,54,3,20,1,5.66553889764798e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0.6234898018587336,0.7818314824680298
83,20:45,20,45,10,1,78,6,16,2,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0.6234898018587336,0.7818314824680298
84,21:00,21,0,10,1,70,20,10,2,0.0,1.0,-0.7071067811865477,0.7071067811865474,0,0.6234898018587336,0.7818314824680298
85,21:15,21,15,10,1,90,9,11,1,1.0,2.83276944882399e-16,-0.7071067811865477,0.7071067811865474,0,0.6234898018587336,0.7818314824680298
86,21:30,21,30,10,1,96,0,19,1,5.66553889764798e-16,-1.0,-0.7071067811865477,0.7071067811865474,0,0.6234898018587336,0.7818314824680298
87,21:45,21,45,10,1,14,1,0,1,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,0,0.6234898018587336,0.7818314824680298
88,22:00,22,0,10,1,7,1,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0.6234898018587336,0.7818314824680298
89,22:15,22,15,10,1,9,0,2,1,1.0,2.83276944882399e-16,-0.5000000000000004,0.8660254037844384,0,0.6234898018587336,0.7818314824680298
90,22:30,22,30,10,1,7,0,0,1,5.66553889764798e-16,-1.0,-0.5000000000000004,0.8660254037844384,0,0.6234898018587336,0.7818314824680298
91,22:45,22,45,10,1,11,0,1,1,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0,0.6234898018587336,0.7818314824680298
92,23:00,23,0,10,1,11,2,2,1,0.0,1.0,-0.25881904510252157,0.9659258262890681,0,0.6234898018587336,0.7818314824680298
93,23:15,23,15,10,1,11,1,0,1,1.0,2.83276944882399e-16,-0.25881904510252157,0.9659258262890681,0,0.6234898018587336,0.7818314824680298
94,23:30,23,30,10,1,9,2,1,1,5.66553889764798e-16,-1.0,-0.25881904510252157,0.9659258262890681,0,0.6234898018587336,0.7818314824680298
95,23:45,23,45,10,1,8,1,2,1,-1.0,-1.8369701987210297e-16,-0.25881904510252157,0.9659258262890681,0,0.6234898018587336,0.7818314824680298
96,00:00,0,0,11,2,9,1,2,1,0.0,1.0,0.0,1.0,0,-0.22252093395631434,0.9749279121818236
97,00:15,0,15,11,2,12,2,1,1,1.0,2.83276944882399e-16,0.0,1.0,0,-0.22252093395631434,0.9749279121818236
98,00:30,0,30,11,2,11,2,1,1,5.66553889764798e-16,-1.0,0.0,1.0,0,-0.22252093395631434,0.9749279121818236
99,00:45,0,45,11,2,7,0,0,1,-1.0,-1.8369701987210297e-16,0.0,1.0,0,-0.22252093395631434,0.9749279121818236
100,01:00,1,0,11,2,5,1,2,1,0.0,1.0,0.25881904510252074,0.9659258262890683,0,-0.22252093395631434,0.9749279121818236
101,01:15,1,15,11,2,13,1,2,1,1.0,2.83276944882399e-16,0.25881904510252074,0.9659258262890683,0,-0.22252093395631434,0.9749279121818236
102,01:30,1,30,11,2,7,1,0,1,5.66553889764798e-16,-1.0,0.25881904510252074,0.9659258262890683,0,-0.22252093395631434,0.9749279121818236
103,01:45,1,45,11,2,13,2,2,1,-1.0,-1.8369701987210297e-16,0.25881904510252074,0.9659258262890683,0,-0.22252093395631434,0.9749279121818236
104,02:00,2,0,11,2,10,0,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,-0.22252093395631434,0.9749279121818236
105,02:15,2,15,11,2,15,2,2,1,1.0,2.83276944882399e-16,0.49999999999999994,0.8660254037844387,0,-0.22252093395631434,0.9749279121818236
106,02:30,2,30,11,2,8,2,2,1,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,-0.22252093395631434,0.9749279121818236
107,02:45,2,45,11,2,11,0,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,-0.22252093395631434,0.9749279121818236
108,03:00,3,0,11,2,7,0,1,1,0.0,1.0,0.7071067811865475,0.7071067811865476,0,-0.22252093395631434,0.9749279121818236
109,03:15,3,15,11,2,8,0,1,1,1.0,2.83276944882399e-16,0.7071067811865475,0.7071067811865476,0,-0.22252093395631434,0.9749279121818236
110,03:30,3,30,11,2,15,1,0,1,5.66553889764798e-16,-1.0,0.7071067811865475,0.7071067811865476,0,-0.22252093395631434,0.9749279121818236
111,03:45,3,45,11,2,9,1,0,1,-1.0,-1.8369701987210297e-16,0.7071067811865475,0.7071067811865476,0,-0.22252093395631434,0.9749279121818236
112,04:00,4,0,11,2,72,7,2,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
113,04:15,4,15,11,2,64,7,7,1,1.0,2.83276944882399e-16,0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
114,04:30,4,30,11,2,85,8,5,1,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
115,04:45,4,45,11,2,73,6,6,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
116,05:00,5,0,11,2,57,0,0,0,0.0,1.0,0.9659258262890683,0.25881904510252074,1,-0.22252093395631434,0.9749279121818236
117,05:15,5,15,11,2,81,4,4,1,1.0,2.83276944882399e-16,0.9659258262890683,0.25881904510252074,1,-0.22252093395631434,0.9749279121818236
118,05:30,5,30,11,2,54,6,3,0,5.66553889764798e-16,-1.0,0.9659258262890683,0.25881904510252074,1,-0.22252093395631434,0.9749279121818236
119,05:45,5,45,11,2,97,22,23,1,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,1,-0.22252093395631434,0.9749279121818236
120,06:00,6,0,11,2,109,10,14,1,0.0,1.0,1.0,6.123233995736766e-17,1,-0.22252093395631434,0.9749279121818236
121,06:15,6,15,11,2,102,23,23,1,1.0,2.83276944882399e-16,1.0,6.123233995736766e-17,1,-0.22252093395631434,0.9749279121818236
122,06:30,6,30,11,2,135,13,18,3,5.66553889764798e-16,-1.0,1.0,6.123233995736766e-17,1,-0.22252093395631434,0.9749279121818236
123,06:45,6,45,11,2,105,12,13,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,1,-0.22252093395631434,0.9749279121818236
124,07:00,7,0,11,2,90,17,19,1,0.0,1.0,0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
125,07:15,7,15,11,2,104,14,19,1,1.0,2.83276944882399e-16,0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
126,07:30,7,30,11,2,134,20,24,3,5.66553889764798e-16,-1.0,0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
127,07:45,7,45,11,2,120,26,17,3,-1.0,-1.8369701987210297e-16,0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
128,08:00,8,0,11,2,142,19,16,3,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,-0.22252093395631434,0.9749279121818236
129,08:15,8,15,11,2,121,28,20,3,1.0,2.83276944882399e-16,0.8660254037844387,-0.4999999999999998,1,-0.22252093395631434,0.9749279121818236
130,08:30,8,30,11,2,85,26,17,1,5.66553889764798e-16,-1.0,0.8660254037844387,-0.4999999999999998,1,-0.22252093395631434,0.9749279121818236
131,08:45,8,45,11,2,140,15,14,3,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,1,-0.22252093395631434,0.9749279121818236
132,09:00,9,0,11,2,68,12,29,2,0.0,1.0,0.7071067811865476,-0.7071067811865475,1,-0.22252093395631434,0.9749279121818236
133,09:15,9,15,11,2,56,7,14,0,1.0,2.83276944882399e-16,0.7071067811865476,-0.7071067811865475,1,-0.22252093395631434,0.9749279121818236
134,09:30,9,30,11,2,33,14,12,1,5.66553889764798e-16,-1.0,0.7071067811865476,-0.7071067811865475,1,-0.22252093395631434,0.9749279121818236
135,09:45,9,45,11,2,61,9,18,1,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,1,-0.22252093395631434,0.9749279121818236
136,10:00,10,0,11,2,36,10,24,1,0.0,1.0,0.49999999999999994,-0.8660254037844387,1,-0.22252093395631434,0.9749279121818236
137,10:15,10,15,11,2,57,13,22,1,1.0,2.83276944882399e-16,0.49999999999999994,-0.8660254037844387,1,-0.22252093395631434,0.9749279121818236
138,10:30,10,30,11,2,64,9,20,1,5.66553889764798e-16,-1.0,0.49999999999999994,-0.8660254037844387,1,-0.22252093395631434,0.9749279121818236
139,10:45,10,45,11,2,30,7,1,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,1,-0.22252093395631434,0.9749279121818236
140,11:00,11,0,11,2,54,10,10,1,0.0,1.0,0.258819045102521,-0.9659258262890682,1,-0.22252093395631434,0.9749279121818236
141,11:15,11,15,11,2,28,5,12,1,1.0,2.83276944882399e-16,0.258819045102521,-0.9659258262890682,1,-0.22252093395631434,0.9749279121818236
142,11:30,11,30,11,2,50,2,4,1,5.66553889764798e-16,-1.0,0.258819045102521,-0.9659258262890682,1,-0.22252093395631434,0.9749279121818236
143,11:45,11,45,11,2,60,4,3,1,-1.0,-1.8369701987210297e-16,0.258819045102521,-0.9659258262890682,1,-0.22252093395631434,0.9749279121818236
144,12:00,12,0,11,2,39,4,4,1,0.0,1.0,1.2246467991473532e-16,-1.0,1,-0.22252093395631434,0.9749279121818236
145,12:15,12,15,11,2,32,1,12,1,1.0,2.83276944882399e-16,1.2246467991473532e-16,-1.0,1,-0.22252093395631434,0.9749279121818236
146,12:30,12,30,11,2,59,3,12,1,5.66553889764798e-16,-1.0,1.2246467991473532e-16,-1.0,1,-0.22252093395631434,0.9749279121818236
147,12:45,12,45,11,2,64,9,9,1,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,1,-0.22252093395631434,0.9749279121818236
148,13:00,13,0,11,2,52,17,17,1,0.0,1.0,-0.2588190451025208,-0.9659258262890683,1,-0.22252093395631434,0.9749279121818236
149,13:15,13,15,11,2,96,14,3,1,1.0,2.83276944882399e-16,-0.2588190451025208,-0.9659258262890683,1,-0.22252093395631434,0.9749279121818236
150,13:30,13,30,11,2,61,8,21,1,5.66553889764798e-16,-1.0,-0.2588190451025208,-0.9659258262890683,1,-0.22252093395631434,0.9749279121818236
151,13:45,13,45,11,2,100,7,11,1,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,1,-0.22252093395631434,0.9749279121818236
152,14:00,14,0,11,2,6,8,32,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
153,14:15,14,15,11,2,88,14,32,2,1.0,2.83276944882399e-16,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
154,14:30,14,30,11,2,27,14,15,1,5.66553889764798e-16,-1.0,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
155,14:45,14,45,11,2,22,15,21,1,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,1,-0.22252093395631434,0.9749279121818236
156,15:00,15,0,11,2,53,5,17,1,0.0,1.0,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
157,15:15,15,15,11,2,61,11,27,2,1.0,2.83276944882399e-16,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
158,15:30,15,30,11,2,74,13,5,1,5.66553889764798e-16,-1.0,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
159,15:45,15,45,11,2,121,7,16,1,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,1,-0.22252093395631434,0.9749279121818236
160,16:00,16,0,11,2,110,9,37,3,0.0,1.0,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
161,16:15,16,15,11,2,116,12,39,3,1.0,2.83276944882399e-16,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
162,16:30,16,30,11,2,100,27,39,3,5.66553889764798e-16,-1.0,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
163,16:45,16,45,11,2,118,11,28,3,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,1,-0.22252093395631434,0.9749279121818236
164,17:00,17,0,11,2,137,14,13,3,0.0,1.0,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
165,17:15,17,15,11,2,130,23,14,3,1.0,2.83276944882399e-16,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
166,17:30,17,30,11,2,146,13,10,3,5.66553889764798e-16,-1.0,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
167,17:45,17,45,11,2,114,23,19,1,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,1,-0.22252093395631434,0.9749279121818236
168,18:00,18,0,11,2,104,18,15,1,0.0,1.0,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
169,18:15,18,15,11,2,114,24,31,3,1.0,2.83276944882399e-16,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
170,18:30,18,30,11,2,90,0,18,1,5.66553889764798e-16,-1.0,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
171,18:45,18,45,11,2,95,2,9,1,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1,-0.22252093395631434,0.9749279121818236
172,19:00,19,0,11,2,60,4,7,1,0.0,1.0,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
173,19:15,19,15,11,2,72,1,9,2,1.0,2.83276944882399e-16,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
174,19:30,19,30,11,2,92,20,11,2,5.66553889764798e-16,-1.0,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
175,19:45,19,45,11,2,70,18,9,1,-1.0,-1.8369701987210297e-16,-0.9659258262890684,0.2588190451025203,0,-0.22252093395631434,0.9749279121818236
176,20:00,20,0,11,2,97,8,17,1,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
177,20:15,20,15,11,2,72,11,5,1,1.0,2.83276944882399e-16,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
178,20:30,20,30,11,2,60,12,20,1,5.66553889764798e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
179,20:45,20,45,11,2,62,7,7,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,-0.22252093395631434,0.9749279121818236
180,21:00,21,0,11,2,79,19,13,1,0.0,1.0,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
181,21:15,21,15,11,2,92,9,15,1,1.0,2.83276944882399e-16,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
182,21:30,21,30,11,2,62,1,5,0,5.66553889764798e-16,-1.0,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
183,21:45,21,45,11,2,13,0,1,1,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,0,-0.22252093395631434,0.9749279121818236
